"model" "t_stats" "p_value" "p_val_adjusted"
"member-nonmember" "Main Terms" -0.0930268796654661 0.925882206926978 0.942564769213951
"issue_post-issue_reply" "Main Terms" -8.82767088070314 0 0
"pr_post-pr_reply" "Main Terms" -11.4516553016794 0 0
"issue_post-pr_post" "Main Terms" -0.62069280086876 0.534801767052055 0.642899996562577
"issue_reply-pr_reply" "Main Terms" -3.32915459460682 0.00087110037887328 0.00185725175118265
"issue_post:member-issue_post:nonmember" "2W: Types x Author Groups" -0.710134185247325 0.477620929111906 0.586643097713537
"issue_reply:member-issue_reply:nonmember" "2W: Types x Author Groups" -2.28360991405068 0.0223944666121996 0.040167852812358
"pr_post:member-pr_post:nonmember" "2W: Types x Author Groups" -2.579285368713 0.0099004961307092 0.018450680574031
"pr_reply:member-pr_reply:nonmember" "2W: Types x Author Groups" -0.489695760761149 0.62434920209206 0.698529305310919
"issue_post:member-issue_reply:member" "2W: Types x Author Groups" -7.38829636424268 0.000000000000148769885299771 0.000000000000560366567962471
"issue_post:nonmember-issue_reply:nonmember" "2W: Types x Author Groups" -9.31847205735814 0 0
"pr_post:member-pr_reply:member" "2W: Types x Author Groups" -11.026810206193 0 0
"pr_post:nonmember-pr_reply:nonmember" "2W: Types x Author Groups" -8.89972026649645 0 0
"issue_post:member-pr_post:member" "2W: Types x Author Groups" 0.222714963471401 0.823757354679778 0.886519819798238
"issue_post:nonmember-pr_post:nonmember" "2W: Types x Author Groups" -1.67573083070004 0.0937909280004603 0.141311664854027
"issue_reply:member-pr_reply:member" "2W: Types x Author Groups" -3.34572122753675 0.000820688614691534 0.00178341948961814
"issue_reply:nonmember-pr_reply:nonmember" "2W: Types x Author Groups" -1.6298452157864 0.103134214698367 0.151098923233826
"scikit.learn:issue_post:member-scikit.learn:issue_post:nonmember" "3W: Types x Author Groups x Project" -0.666040669549295 0.505385105595777 0.614070074541105
"scikit.learn:issue_reply:member-scikit.learn:issue_reply:nonmember" "3W: Types x Author Groups x Project" -3.53113545187486 0.000413779795751079 0.000954226875915754
"scikit.learn:pr_post:member-scikit.learn:pr_post:nonmember" "3W: Types x Author Groups x Project" 0.0292035969676654 0.976702212493292 0.976702212493292
"scikit.learn:pr_reply:member-scikit.learn:pr_reply:nonmember" "3W: Types x Author Groups x Project" -0.755745382753081 0.44980186869411 0.55854517760917
"scikit.learn:issue_post:member-scikit.learn:issue_reply:member" "3W: Types x Author Groups x Project" -8.90465719492688 0 0
"scikit.learn:issue_post:nonmember-scikit.learn:issue_reply:nonmember" "3W: Types x Author Groups x Project" -12.5264992294064 0 0
"scikit.learn:pr_post:member-scikit.learn:pr_reply:member" "3W: Types x Author Groups x Project" -12.616607086015 0 0
"scikit.learn:pr_post:nonmember-scikit.learn:pr_reply:nonmember" "3W: Types x Author Groups x Project" -13.3248172824964 0 0
"scikit.learn:issue_post:member-scikit.learn:pr_post:member" "3W: Types x Author Groups x Project" -1.87537045946214 0.0607417761745561 0.0940249412017101
"scikit.learn:issue_post:nonmember-scikit.learn:pr_post:nonmember" "3W: Types x Author Groups x Project" -1.35197382728952 0.176383688110641 0.24306532629881
"scikit.learn:issue_reply:member-scikit.learn:pr_reply:member" "3W: Types x Author Groups x Project" -6.37294284818832 0.000000000185435000688017 0.000000000616298678757232
"scikit.learn:issue_reply:nonmember-scikit.learn:pr_reply:nonmember" "3W: Types x Author Groups x Project" -3.78762118750039 0.000152096504975274 0.000365678831110766
"scikit.image:issue_post:member-scikit.image:issue_post:nonmember" "3W: Types x Author Groups x Project" -1.23834231148486 0.215589161274984 0.290018752667538
"scikit.image:issue_reply:member-scikit.image:issue_reply:nonmember" "3W: Types x Author Groups x Project" -1.25071683579547 0.211037805834857 0.287316530835408
"scikit.image:pr_post:member-scikit.image:pr_post:nonmember" "3W: Types x Author Groups x Project" -7.14948444946445 0.000000000000871080985120898 0.00000000000298279246420186
"scikit.image:pr_reply:member-scikit.image:pr_reply:nonmember" "3W: Types x Author Groups x Project" -1.97166494634742 0.0486478677704791 0.0774254796910443
"scikit.image:issue_post:member-scikit.image:issue_reply:member" "3W: Types x Author Groups x Project" -7.62041900209957 0.0000000000000253130849614536 0.0000000000000986337448498018
"scikit.image:issue_post:nonmember-scikit.image:issue_reply:nonmember" "3W: Types x Author Groups x Project" -7.29212940763851 0.000000000000305089287166993 0.00000000000107734654530844
"scikit.image:pr_post:member-scikit.image:pr_reply:member" "3W: Types x Author Groups x Project" -8.90508507304148 0 0
"scikit.image:pr_post:nonmember-scikit.image:pr_reply:nonmember" "3W: Types x Author Groups x Project" -0.570634925147084 0.568247138928657 0.667673229526773
"scikit.image:issue_post:member-scikit.image:pr_post:member" "3W: Types x Author Groups x Project" -3.2525541638825 0.00114372795494089 0.00239335664645038
"scikit.image:issue_post:nonmember-scikit.image:pr_post:nonmember" "3W: Types x Author Groups x Project" -8.12981800250366 0.000000000000000444089209850063 0.00000000000000179221716832347
"scikit.image:issue_reply:member-scikit.image:pr_reply:member" "3W: Types x Author Groups x Project" -4.00915894940893 0.0000609353911922295 0.000163945219160046
"scikit.image:issue_reply:nonmember-scikit.image:pr_reply:nonmember" "3W: Types x Author Groups x Project" -3.98138183161249 0.0000685157816482374 0.000180053100610484
"matplotlib:issue_post:member-matplotlib:issue_post:nonmember" "3W: Types x Author Groups x Project" -0.870598650347496 0.383973333660728 0.484975593222261
"matplotlib:issue_reply:member-matplotlib:issue_reply:nonmember" "3W: Types x Author Groups x Project" -1.84576797685592 0.0649259021997499 0.0991436074131316
"matplotlib:pr_post:member-matplotlib:pr_post:nonmember" "3W: Types x Author Groups x Project" -0.866412946343684 0.38626374681419 0.484975593222261
"matplotlib:pr_reply:member-matplotlib:pr_reply:nonmember" "3W: Types x Author Groups x Project" -1.6628728844294 0.0963378832230355 0.143239221107934
"matplotlib:issue_post:member-matplotlib:issue_reply:member" "3W: Types x Author Groups x Project" -7.36948457829896 0.000000000000171196390397199 0.000000000000624038455318823
"matplotlib:issue_post:nonmember-matplotlib:issue_reply:nonmember" "3W: Types x Author Groups x Project" -9.98067228825788 0 0
"matplotlib:pr_post:member-matplotlib:pr_reply:member" "3W: Types x Author Groups x Project" -11.4451236260563 0 0
"matplotlib:pr_post:nonmember-matplotlib:pr_reply:nonmember" "3W: Types x Author Groups x Project" -8.93814028135873 0 0
"matplotlib:issue_post:member-matplotlib:pr_post:member" "3W: Types x Author Groups x Project" -0.563993832219755 0.572758329693889 0.667673229526773
"matplotlib:issue_post:nonmember-matplotlib:pr_post:nonmember" "3W: Types x Author Groups x Project" -0.529766193629369 0.596274047076062 0.68754048285301
"matplotlib:issue_reply:member-matplotlib:pr_reply:member" "3W: Types x Author Groups x Project" -2.93337285307493 0.00335300958300011 0.00676589433712522
"matplotlib:issue_reply:nonmember-matplotlib:pr_reply:nonmember" "3W: Types x Author Groups x Project" -2.73404518705984 0.00625614581467793 0.0119821097806543
"mayavi:issue_post:member-mayavi:issue_post:nonmember" "3W: Types x Author Groups x Project" -1.56433937958333 0.117737888751775 0.166304767861882
"mayavi:issue_reply:member-mayavi:issue_reply:nonmember" "3W: Types x Author Groups x Project" -1.40357559383455 0.160445267013261 0.223831051512326
"mayavi:pr_post:member-mayavi:pr_post:nonmember" "3W: Types x Author Groups x Project" -0.519433959902042 0.60345815461257 0.688795671426468
"mayavi:pr_reply:member-mayavi:pr_reply:nonmember" "3W: Types x Author Groups x Project" -2.07031726109209 0.0384226442083231 0.0629240405150798
"mayavi:issue_post:member-mayavi:issue_reply:member" "3W: Types x Author Groups x Project" -1.88053468702345 0.0600352435779168 0.0940249412017101
"mayavi:issue_post:nonmember-mayavi:issue_reply:nonmember" "3W: Types x Author Groups x Project" -2.88989330747296 0.00385372595662092 0.00763984268593271
"mayavi:pr_post:member-mayavi:pr_reply:member" "3W: Types x Author Groups x Project" -2.27741790327755 0.0227612819921235 0.040187888517343
"mayavi:pr_post:nonmember-mayavi:pr_reply:nonmember" "3W: Types x Author Groups x Project" -3.39688930796705 0.000681565310627352 0.00151013490393904
"mayavi:issue_post:member-mayavi:pr_post:member" "3W: Types x Author Groups x Project" -0.0694719788522074 0.944613936386594 0.953047989390045
"mayavi:issue_post:nonmember-mayavi:pr_post:nonmember" "3W: Types x Author Groups x Project" 1.06721178284159 0.285876213018081 0.374092977651225
"mayavi:issue_reply:member-mayavi:pr_reply:member" "3W: Types x Author Groups x Project" -0.193108531711838 0.846873971079161 0.894362231139675
"mayavi:issue_reply:nonmember-mayavi:pr_reply:nonmember" "3W: Types x Author Groups x Project" -1.56558764824473 0.117445183498607 0.166304767861882
"pandas:issue_post:member-pandas:issue_post:nonmember" "3W: Types x Author Groups x Project" -1.06247855768674 0.2880184872182 0.374092977651225
"pandas:issue_reply:member-pandas:issue_reply:nonmember" "3W: Types x Author Groups x Project" -5.45967751715514 0.0000000477000192677934 0.000000149725060479463
"pandas:pr_post:member-pandas:pr_post:nonmember" "3W: Types x Author Groups x Project" -4.60132335211991 0.00000419815110386246 0.0000124839756509594
"pandas:pr_reply:member-pandas:pr_reply:nonmember" "3W: Types x Author Groups x Project" 2.577211387963 0.0099601019027955 0.018450680574031
"pandas:issue_post:member-pandas:issue_reply:member" "3W: Types x Author Groups x Project" -9.87713091987545 0 0
"pandas:issue_post:nonmember-pandas:issue_reply:nonmember" "3W: Types x Author Groups x Project" -15.014853252142 0 0
"pandas:pr_post:member-pandas:pr_reply:member" "3W: Types x Author Groups x Project" -18.3438534514839 0 0
"pandas:pr_post:nonmember-pandas:pr_reply:nonmember" "3W: Types x Author Groups x Project" -8.31680020927891 0 0
"pandas:issue_post:member-pandas:pr_post:member" "3W: Types x Author Groups x Project" 4.59462001583631 0.00000433538551125601 0.0000125615016095366
"pandas:issue_post:nonmember-pandas:pr_post:nonmember" "3W: Types x Author Groups x Project" 0.434143738605406 0.664184065459843 0.735811758793748
"pandas:issue_reply:member-pandas:pr_reply:member" "3W: Types x Author Groups x Project" -3.83071337423547 0.000127772276734994 0.000313875375457703
"pandas:issue_reply:nonmember-pandas:pr_reply:nonmember" "3W: Types x Author Groups x Project" 3.93886327939292 0.0000818685634260685 0.000210253356071494
"scipy:issue_post:member-scipy:issue_post:nonmember" "3W: Types x Author Groups x Project" -2.99367766129864 0.00275636980312943 0.00566308705006593
"scipy:issue_reply:member-scipy:issue_reply:nonmember" "3W: Types x Author Groups x Project" -5.59892805046307 0.0000000215681281723334 0.0000000696342423849623
"scipy:pr_post:member-scipy:pr_post:nonmember" "3W: Types x Author Groups x Project" -3.89113005709595 0.0000997784296137283 0.000250554723252251
"scipy:pr_reply:member-scipy:pr_reply:nonmember" "3W: Types x Author Groups x Project" -2.10332475797411 0.0354373906768741 0.0588886050953938
